id	family	authority_key	current_source_evidence	source_marker	source_marker_count	live_consumer_evidence	consumer_marker	consumer_marker_count	effect	target_authority	status
CFG-ECO-005	ECONOMIC_POLICY_HOCON	token-locks.min-epoch-progresses-to-lock	modules/node-shared/src/main/resources/application.conf:157	min-epoch-progresses-to-lock: 1	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/tokenlock/ContextualTokenLockValidator.scala:112	tokenLocksConfig.minEpochProgressesToLock	1	Changes accepted token-lock duration	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-006	ECONOMIC_POLICY_HOCON	delegated-staking.min-reward-fraction	modules/node-shared/src/main/resources/application.conf:221	min-reward-fraction:  5000000	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/node/UpdateNodeParametersValidator.scala:108	signed.delegatedStakeRewardParameters.rewardFraction >= minRewardValue	1	Changes accepted validator reward splits	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-007	ECONOMIC_POLICY_HOCON	delegated-staking.max-reward-fraction	modules/node-shared/src/main/resources/application.conf:222	max-reward-fraction: 10000000	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/node/UpdateNodeParametersValidator.scala:109	signed.delegatedStakeRewardParameters.rewardFraction <= maxRewardValue	1	Changes accepted validator reward splits	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-008	ECONOMIC_POLICY_HOCON	delegated-staking.max-metadata-fields-chars	modules/node-shared/src/main/resources/application.conf:223	max-metadata-fields-chars: 140	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/node/UpdateNodeParametersValidator.scala:89	if (name.length > maxChars)	1	Changes accepted rooted node-parameter values	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-009	ECONOMIC_POLICY_HOCON	delegated-staking.max-token-locks-per-address	modules/node-shared/src/main/resources/application.conf:224	max-token-locks-per-address: 10	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/tokenlock/TokenLockValidator.scala:96	tokenLockLimitsConfig.maxTokenLocksPerAddress.value	1	Changes accepted stake and collateral backing locks	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-010	ECONOMIC_POLICY_HOCON	delegated-staking.min-token-lock-amount	modules/node-shared/src/main/resources/application.conf:225	min-token-lock-amount: 500000000000	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/tokenlock/TokenLockValidator.scala:98	tokenLockLimitsConfig.minTokenLockAmount	1	Changes accepted stake and collateral backing locks	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-011	ECONOMIC_POLICY_HOCON	delegated-staking.withdrawal-time-limit	modules/node-shared/src/main/resources/application.conf:226	withdrawal-time-limit {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/modules/SharedServices.scala:449	cfg.delegatedStaking.withdrawalTimeLimit.getOrElse	2	Changes rooted withdrawal expiry indexes and release timing	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-012	ECONOMIC_POLICY_HOCON	metagraphs-sync.max-unapplied-global-change-ordinals	modules/node-shared/src/main/resources/application.conf:240	max-unapplied-global-change-ordinals: 100	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/snapshot/managers/global/GlobalSnapshotAcceptanceManager.scala:2472	metagraphsSyncConfig.maxUnappliedGlobalChangeOrdinals.value	1	Changes deterministic spend-action backpressure	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-013	ECONOMIC_POLICY_HOCON	price-oracle	modules/node-shared/src/main/resources/application.conf:243	price-oracle {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/modules/SharedValidators.scala:84	PricingUpdateValidator.make[F](priceOracleConfig.allowedMetagraphIds	1	Changes who may write rooted prices and their update cadence	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-SERDE-001	LEGACY_ERA_HOCON	last-kryo-hash-ordinal	modules/node-shared/src/main/resources/application.conf:57	last-kryo-hash-ordinal {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/TessellationIOApp.scala:128	cfg.lastKryoHashOrdinal.getOrElse	1	Locally selects Kryo versus JSON consensus hash authority by ordinal	SCODEC_V1_FROM_ORDINAL_ZERO	OPEN_CONSENSUS_AUTHORITY
CFG-SERDE-002	LEGACY_ERA_HOCON	last-legacy-state-proof-ordinal	modules/node-shared/src/main/resources/application.conf:64	last-legacy-state-proof-ordinal {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/TessellationIOApp.scala:132	cfg.lastLegacyStateProofOrdinal.getOrElse	1	Locally selects legacy versus MPT state-proof authority by ordinal	SCODEC_V1_FROM_ORDINAL_ZERO	OPEN_CONSENSUS_AUTHORITY
CFG-ECO-014	LEGACY_ERA_HOCON	incremental-delegated-staking-starting-ordinal	modules/node-shared/src/main/resources/application.conf:71	incremental-delegated-staking-starting-ordinal {	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/GlobalSnapshotConsensusFunctions.scala:602	if (ordinal > incrementalDelegatedStakingStartingOrdinal)	1	Locally activates a different economic transition grammar	ACTIVE_ERA_PROTOCOL_RULE	OPEN_ROOT_AUTHORITY
CFG-ECO-015	LEGACY_ERA_HOCON	fields-added-ordinals	modules/node-shared/src/main/resources/application.conf:165	fields-added-ordinals {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/snapshot/managers/global/GlobalSnapshotAcceptanceManager.scala:1782	val era = Era.fromConfig(environment, fieldsAddedOrdinals)	1	Locally activates snapshot fields and economic transition branches	ACTIVE_ERA_PROTOCOL_RULE	OPEN_ROOT_AUTHORITY
CFG-ECO-016	HARDCODED_REWARD_POLICY	delegated-rewards-config	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/config/DelegatedRewardsConfigProvider.scala:35	def getConfig(): DelegatedRewardsConfig = DelegatedRewardsConfig(	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/modules/Services.scala:152	DefaultDelegatedRewardsConfigProvider.getConfig()	1	Controls emission one-time minting price epochs and reward distribution	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-017	HARDCODED_REWARD_POLICY	classic-mainnet-rewards	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/config/MainnetRewardsConfig.scala:88	val classicMainnetRewardsConfig: ClassicRewardsConfig = ClassicRewardsConfig(	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/cli/method.scala:60	rewards = MainnetRewardsConfig.classicMainnetRewardsConfig	1	Controls mainnet reward distribution and one-time minting	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ROSTER-001	LOCAL_ROSTER_FILE	gl0-seedlist	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/cli/CliMethod.scala:39	val seedlistPath: Option[SeedListPath]	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/GlobalSnapshotConsensus.scala:888	validatorPeers = seedlist	1	Locally defines the GL0 leadership finality and execution-committee population	ROOTED_HISTORICAL_OPERATOR_ROSTER	OPEN_ROSTER_AUTHORITY
CFG-ROSTER-002	LOCAL_ROSTER_FILE	l0-seedlist	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/cli/CliMethod.scala:41	val l0SeedlistPath: Option[SeedListPath]	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/statechannel/StateChannelValidator.scala:174	validateAtLeastOneSignatureInSeedlist	1	Locally defines metagraph-binary signer admission and operator update eligibility	ROOTED_METAGRAPH_REGISTRY	OPEN_ROSTER_AUTHORITY
CFG-ROSTER-003	LOCAL_ROSTER_FILE	state-channel-allowance-lists	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/cli/CliMethod.scala:45	val stateChannelAllowanceLists: Option[Map[Address, NonEmptySet[PeerId]]]	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/statechannel/StateChannelValidator.scala:178	if (stateChannelAllowanceLists.forall(_.contains(address)))	1	Locally decides which metagraph addresses may submit binaries and None permits all	ROOTED_METAGRAPH_REGISTRY	OPEN_ROSTER_AUTHORITY
CFG-ROSTER-004	BUILTIN_ROSTER_HOCON	priority-peer-ids	modules/node-shared/src/main/resources/application.conf:78	priority-peer-ids {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/package.scala:24	.orElse(defaultMajorityPeerIds)	1	Locally chooses the downstream GL0 peers whose majority hash is treated as the canonical follow source	AUTHENTICATED_PHASE2_GL0_FOLLOW	OPEN_CONSENSUS_AUTHORITY
CFG-ROSTER-005	LOCAL_ROSTER_FILE	priority-seedlist	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/cli/CliMethod.scala:43	val prioritySeedlistPath: Option[SeedListPath]	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/package.scala:22	.map(_.map(_.peerId))	1	Overrides the built-in downstream majority peers from a receiver-local file and can select a different GL0 follow source	AUTHENTICATED_PHASE2_GL0_FOLLOW	OPEN_CONSENSUS_AUTHORITY
CFG-ROSTER-006	LOCAL_ROSTER_FILE	allowance-list	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/cli/CliMethod.scala:51	val allowanceListPath: Option[AllowanceListPath]	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/cluster/programs/Joining.scala:301	registrationRequest.allowanceList === allowanceListHash	1	A receiver-local file hash gates cluster joining and different files partition the eligible peer cohort	ROOTED_HISTORICAL_OPERATOR_ROSTER	OPEN_ROSTER_AUTHORITY
CFG-IDENT-001	DIRECT_PROTOCOL_ENV	CL_L0_TOKEN_IDENTIFIER	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/TessellationIOApp.scala:192	sys.env.get("CL_L0_TOKEN_IDENTIFIER")	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/cluster/programs/Joining.scala:261	MetagraphIdMismatch.raiseError[F, Unit].whenA(metagraphIdMismatch)	1	Receiver-local environment chooses metagraph identity and partitions joining peers that report a different identifier	ROOTED_METAGRAPH_REGISTRY	OPEN_ROSTER_AUTHORITY
CFG-IDENT-002	DIRECT_PROTOCOL_ENV	CL_VERSION_HASH	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/TessellationIOApp.scala:199	sys.env.get("CL_VERSION_HASH")	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/cluster/programs/Joining.scala:252	registrationRequest.version =!= versionHash	1	Raw environment can make incompatible executables report an arbitrary matching protocol version at the join gate	ACTIVE_ERA_PROTOCOL_RULE	OPEN_CONSENSUS_AUTHORITY
CFG-IDENT-003	DIRECT_PROTOCOL_ENV	CL_METAGRAPH_VERSION_HASH	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/TessellationIOApp.scala:203	sys.env.get("CL_METAGRAPH_VERSION_HASH")	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/cluster/programs/Joining.scala:253	registrationRequest.metagraphVersion =!= metagraphVersionHash	1	Raw environment can make incompatible metagraph executables report an arbitrary matching version at the join gate	ACTIVE_ERA_PROTOCOL_RULE	OPEN_CONSENSUS_AUTHORITY
CFG-IDENT-004	DIRECT_PROTOCOL_ENV	CL_JAR_HASH	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/app/TessellationIOApp.scala:402	sys.env.get("CL_JAR_HASH")	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/cluster/programs/Joining.scala:233	registrationRequest.jar	1	Raw environment replaces the measured executable hash that is stored and advertised as peer build identity	AUTHENTICATED_BUILD_IDENTITY	OPEN_ROSTER_AUTHORITY
CFG-ECO-018	LOCAL_CLI_AUTHORITY	collateral-amount	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/cli/CliMethod.scala:19	val collateralConfig: (AppEnvironment, Option[Amount]) => CollateralConfig	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/modules/SharedServices.scala:448	collateral.amount	2	Changes node collateral admission and withdrawal economics	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-ECO-019	ECONOMIC_POLICY_HOCON	snapshot.size.single-signature-size-in-bytes	modules/node-shared/src/main/resources/application.conf:42	single-signature-size-in-bytes = 203	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/snapshot/CurrencySnapshotCreator.scala:104	facilitators.size * snapshotSizeConfig.singleSignatureSizeInBytes	1	Changes the currency proposal byte cutoff and therefore which framework events can enter the proposed snapshot	ROOTED_CONSENSUS_PARAMETER_OBJECT	OPEN_CONSENSUS_AUTHORITY
CFG-ECO-020	ECONOMIC_POLICY_HOCON	last-global-snapshots-sync.max-last-global-snapshots-in-memory	modules/node-shared/src/main/resources/application.conf:162	max-last-global-snapshots-in-memory: 50	1	modules/currency-l0/src/main/scala/io/constellationnetwork/currency/l0/modules/Services.scala:135	processedGlobalOrdinalsReconstructionDepth = sharedCfg.lastGlobalSnapshotsSync.maxLastGlobalSnapshotsInMemory.value	1	Bounds reconstruction of processed global ordinals so any finite window can reapply a still-pending cross-shard SpendAction; target uses a durable applied cursor and permanent nullifier	ROOTED_DELIVERY_CURSOR_AND_NULLIFIER	OPEN_ROOT_AUTHORITY
CFG-ECO-021	ECONOMIC_POLICY_HOCON	last-global-snapshots-sync.sync-offset	modules/node-shared/src/main/resources/application.conf:161	sync-offset: 2	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/snapshot/managers/currency/CurrencySnapshotAcceptanceManager.scala:360	lastGlobalSnapshotsSyncConfig.syncOffset	1	Changes which retained global snapshot is selected as the framework sync base	ROOTED_ECONOMIC_POLICY	OPEN_ROOT_AUTHORITY
CFG-GL0-011	LOCAL_CLI_AUTHORITY	startingEpochProgress	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/cli/method.scala:76	private val startingEpochProgressOpts	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/cli/method.scala:56	startingEpochProgress: EpochProgress	1	Changes genesis reward epoch progress	GENESIS_COMMITMENT	GENESIS_NETWORK_INPUT
CFG-GL0-012	HARDCODED_CONSENSUS_INPUT	hardcoded-genesis-eta	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/GlobalSnapshotConsensus.scala:120	tessellation-nakamoto-genesis-eta-v1	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/GlobalSnapshotConsensus.scala:512	genesisEta = nakamotoGenesisEta	2	Seeds period-zero and period-one eta plus later rooted eta derivation without binding the literal to genesis identity	GENESIS_COMMITMENT	OPEN_CONSENSUS_AUTHORITY
CFG-GL0-013	NODE_LOCAL_CLOCK_CONSENSUS	Clock.realTime-genesis-fallback	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/GlobalSnapshotConsensus.scala:795	cats.effect.Clock[F].realTime.map(_.toMillis)	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/GlobalSnapshotConsensus.scala:828	val pureGenesisTimeMs = resolvedGenesisTimeMs	1	Allows each receiver to choose a different genesis time and therefore a different slot grid when configuration is zero	GENESIS_COMMITMENT	OPEN_CONSENSUS_AUTHORITY
CFG-GL0-014	NODE_LOCAL_CLOCK_CONSENSUS	System.currentTimeMillis-genesis-fallback	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/nakamoto/SnapshotLeaderLoop.scala:688	val effectiveGenesisTime = if (genesisTimeMs > 0) genesisTimeMs else System.currentTimeMillis()	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/nakamoto/SnapshotLeaderLoop.scala:694	LoopState.initial(effectiveGenesisTime)	1	Retains a second latent receiver-local genesis-time fallback inside the production leader loop	GENESIS_COMMITMENT	OPEN_CONSENSUS_AUTHORITY
CFG-GL0-015	NODE_LOCAL_CLOCK_CONSENSUS	System.currentTimeMillis-slot-derivation	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/nakamoto/SnapshotLeaderLoop.scala:753	wallClockMs = System.currentTimeMillis()	1	modules/dag-l0/src/main/scala/io/constellationnetwork/dag/l0/infrastructure/snapshot/nakamoto/SnapshotLeaderLoop.scala:754	currentSlot = (wallClockMs - state.genesisTimeMs) / slotDurationMs	1	Feeds receiver-local wall clock directly into GL0 VRF eligibility and signed slot selection	BOUNDED_PROTOCOL_SLOT_CLOCK	OPEN_CONSENSUS_AUTHORITY
CFG-GL0-016	STALE_LOCAL_CLOCK	SlotClock.Clock.realTime	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/nakamoto/SlotClock.scala:42	def make[F[_]: Sync: Clock](config: Config): SlotClock[F]	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/domain/nakamoto/SlotClock.scala:45	Clock[F].realTime.map	2	Defines local slot and skew decisions but has no production caller outside its own source today	REMOVE_UNUSED	STALE_UNUSED
CFG-GL0-017	HARDCODED_CONSENSUS_INPUT	missing-environment-k1-fallback	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/config/types.scala:199	val DefaultConfirmationDepthK: PosLong = PosLong.unsafeFrom(32L)	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/config/types.scala:162	confirmationDepthKByEnv.getOrElse(env, NakamotoConfig.DefaultConfirmationDepthK)	1	Allows a hand-trimmed network configuration to silently substitute k1 32 instead of failing closed	ROOTED_CONSENSUS_PARAMETER_OBJECT	OPEN_CONSENSUS_AUTHORITY
CFG-GL0-018	HARDCODED_CONSENSUS_INPUT	node-shared-hardcoded-genesis-eta	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/modules/SharedServices.scala:71	val seed = "tessellation-nakamoto-genesis-eta-v1"	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/modules/SharedServices.scala:145	nakamotoGenesisEta: Array[Byte] = SharedServices.DefaultNakamotoGenesisEta	1	Defines an independent period-zero and period-one eta default that can drift from the GL0 literal and is not bound to genesis identity	GENESIS_COMMITMENT	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-001	ML0_HOCON_CONSENSUS	candidate-admission-enabled	modules/currency-l0/src/main/resources/currency-l0.conf:21	candidate-admission-enabled = false	1	modules/currency-l0/src/main/scala/io/constellationnetwork/currency/l0/snapshot/CurrencySnapshotConsensus.scala:146	snapshotConfig.consensus.candidateAdmissionEnabled	1	Interim kill switch changes ML0 facilitator admission and solo-producer behavior; target removes or subsumes it into the active unified ML0 consensus rule	ACTIVE_ERA_PROTOCOL_RULE	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-002	ML0_HOCON_CONSENSUS	max-facilitator-count	modules/currency-l0/src/main/resources/currency-l0.conf:28	max-facilitator-count = 20	1	modules/currency-l0/src/main/scala/io/constellationnetwork/currency/l0/snapshot/CurrencySnapshotConsensus.scala:126	snapshotConfig.consensus.maxFacilitatorCount.map	1	Changes the ML0 facilitator set	ML0_GENESIS_PARAMETER	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-003	ML0_HOCON_CONSENSUS	max-stall-cycles	modules/currency-l0/src/main/resources/currency-l0.conf:31	max-stall-cycles = 3	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/consensus/engine/StallDetector.scala:231	finalStallCount >= config.maxStallCycles	1	Changes when ML0 abandons a round and can alter round lineage	ML0_GENESIS_PARAMETER	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-004	ML0_HOCON_CONSENSUS	removal-penalty-rounds	modules/currency-l0/src/main/resources/currency-l0.conf:34	removal-penalty-rounds = 3	1	modules/currency-l0/src/main/scala/io/constellationnetwork/currency/l0/snapshot/CurrencySnapshotConsensusStateAdvancer.scala:143	config.removalPenaltyRounds	2	Changes ML0 facilitator eligibility after eviction	ML0_GENESIS_PARAMETER	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-005	ML0_HOCON_STALE	event-cutter	modules/currency-l0/src/main/resources/currency-l0.conf:36	event-cutter {	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/modules/SharedServices.scala:215	CurrencyEventsCutter.make[F](None)	1	Is decoded but the production shared currency path explicitly constructs an unbounded cutter and does not consume this block	REMOVE_UNUSED	STALE_UNUSED
CFG-ML0-006	ML0_HOCON_QOS	time-trigger-interval	modules/currency-l0/src/main/resources/currency-l0.conf:19	time-trigger-interval = 43 seconds	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/consensus/engine/ConsensusRoundRunner.scala:204	Temporal[F].sleep(config.timeTriggerInterval)	1	Changes local ML0 round scheduling	LOCAL_QOS	LOCAL_QOS_ONLY
CFG-ML0-007	ML0_HOCON_CONSENSUS	declaration-range-limit	modules/currency-l0/src/main/resources/currency-l0.conf:25	declaration-range-limit = 3	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/consensus/ConsensusStorage.scala:160	nextN(consensusConfig.declarationRangeLimit)	1	Changes the prior-outcome range retained in ML0 declarations and therefore the lineage a receiver can reconcile	ML0_GENESIS_PARAMETER	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-008	ML0_HOCON_CONSENSUS	max-round-duration	modules/currency-l0/src/main/resources/currency-l0.conf:32	max-round-duration = 5 minutes	1	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/infrastructure/consensus/engine/StallDetector.scala:230	roundTimedOut = config.maxRoundDuration.exists(roundElapsed >= _)	1	Changes when an ML0 node abandons a round based on its local clock and can alter round lineage	ML0_GENESIS_PARAMETER	OPEN_CONSENSUS_AUTHORITY
CFG-ML0-009	HARDCODED_CONSENSUS_INPUT	quality-decay-threshold	modules/node-shared/src/main/scala/io/constellationnetwork/node/shared/config/types.scala:501	qualityDecayThreshold: Int = 100	1	modules/currency-l0/src/main/scala/io/constellationnetwork/currency/l0/snapshot/CurrencySnapshotConsensusStateAdvancer.scala:161	consensusConfig.qualityDecayThreshold	1	Changes rooted peerQuality and weighted next-leader selection but is omitted from deterministicConfigHash	ML0_GENESIS_PARAMETER	OPEN_CONSENSUS_AUTHORITY
CFG-P2P-001	SIDECAR_ENV	NAKAMOTO_NUM_SHARDS	p2p/internal/config/config.go:189	envInt("NAKAMOTO_NUM_SHARDS", 1)	1	p2p/internal/gossip/gossip.go:321	if cfg.NumShards > 1 {	2	Changes sidecar shard-topic participation independently of the JVM parameter	ROOTED_CONSENSUS_PARAMETER_OBJECT	OPEN_CONSENSUS_AUTHORITY
CFG-P2P-002	SIDECAR_CLI_QOS	relay-buffer-flags	p2p/cmd/sidecar/main.go:54	flag.IntVar(&cfg.	8	p2p/internal/gossip/gossip.go:708	return n.subscribeAndRelay(ctx, n.	9	Bounds all eight CLI-configurable relay channels and drops valid traffic when full; the complete sink marker also covers the unflagged fraud-proof relay	LOCAL_QOS	LOCAL_QOS_ONLY
CFG-P2P-003	SIDECAR_CLI_QOS	outbox-flags	p2p/cmd/sidecar/main.go:62	flag.DurationVar(&cfg.Outbox	2	p2p/cmd/sidecar/main.go:303	outbox.New(cfg.OutboxRepublishInterval, cfg.OutboxTTL)	1	Changes re-publication cadence and when unconfirmed economic messages are discarded	LOCAL_QOS	LOCAL_QOS_ONLY
